ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
BRN,Brunei Darussalam,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","51,653.02","51,830.50","52,932.03","51,868.60","52,055.60","53,212.61","53,407.26","51,363.51","49,788.51","50,110.42","50,286.40","50,418.09","50,642.38","51,307.74","50,118.57","50,481.36","51,840.97","51,131.72","49,451.53","47,900.58","48,318.98","49,290.76","49,076.14","47,485.52","45,806.25","45,089.65","43,466.21","42,787.62","41,562.16","41,893.98","43,443.48","44,523.27","45,598.24","46,199.39","46,680.28",2018
BRN,Brunei Darussalam,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","86,524.77","86,822.07","88,667.25","86,885.89","87,199.14","89,137.26","89,463.31","86,039.80","83,401.49","83,940.73","84,235.51","84,456.12","84,831.83","85,946.39","83,954.38","84,562.11","86,839.61","85,651.53","82,837.02","80,239.00","80,939.87","82,567.71","82,208.20","79,543.72","76,730.74","75,530.36","72,810.92","71,674.20","69,621.41","70,177.25","72,772.84","74,581.62","76,382.32","77,389.31","78,194.85",2018
BGR,Bulgaria,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","8,023.57","7,221.46","6,682.06","5,974.35","5,824.13","5,796.18","5,386.13","5,338.45","5,637.35","5,636.15","5,858.34","6,278.28","6,689.47","7,074.54","7,568.84","8,152.44","8,757.63","9,448.88","10,062.24","9,756.35","9,963.03","10,400.00","10,464.16","10,572.26","10,831.53","11,283.36","11,813.30","12,353.69","12,825.27","13,376.05","13,883.21","14,386.03","14,878.10","15,387.01","15,913.33",2018
BGR,Bulgaria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","12,880.04","11,592.42","10,726.54","9,590.47","9,349.33","9,304.46","8,646.21","8,569.68","9,049.49","9,047.56","9,404.25","10,078.37","10,738.43","11,356.58","12,150.07","13,086.91","14,058.41","15,168.05","16,152.66","15,661.63","15,993.41","16,694.86","16,797.85","16,971.38","17,387.58","18,112.90","18,963.59","19,831.07","20,588.08","21,472.23","22,286.37","23,093.52","23,883.44","24,700.38","25,545.26",2018
BFA,Burkina Faso,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","127,831.22","135,742.68","132,443.43","133,364.69","131,483.12","135,234.32","146,035.96","150,998.44","157,554.35","164,402.12","162,810.94","168,678.92","171,030.90","179,120.34","181,741.87","191,731.00","197,220.72","199,735.27","205,023.28","204,802.97","215,495.63","222,965.41","230,343.82","236,530.63","239,560.73","241,680.91","248,693.44","256,868.58","266,633.66","274,558.89","282,717.63","291,246.38","300,046.77","309,060.33","318,344.66",2018
BFA,Burkina Faso,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",844.342,896.598,874.806,880.891,868.463,893.24,964.587,997.365,"1,040.67","1,085.90","1,075.39","1,114.15","1,129.68","1,183.11","1,200.43","1,266.41","1,302.67","1,319.28","1,354.21","1,352.75","1,423.38","1,472.72","1,521.45","1,562.32","1,582.33","1,596.33","1,642.65","1,696.65","1,761.15","1,813.50","1,867.39","1,923.72","1,981.85","2,041.38","2,102.71",2018
BDI,Burundi,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","216,783.62","222,787.36","218,802.63","205,512.91","194,276.47","175,600.66","158,632.18","156,714.61","161,295.44","158,420.25","156,545.86","154,516.78","153,546.22","153,668.94","154,812.10","160,841.85","164,611.19","165,333.48","167,833.03","168,666.10","171,810.88","173,365.01","175,629.53","180,475.10","183,093.31","170,727.96","163,710.29","158,636.36","154,245.12","150,379.92","146,729.92","143,168.51","139,693.55","136,302.93","132,994.60",0
BDI,Burundi,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",915.166,940.511,923.69,867.586,820.151,741.31,669.676,661.581,680.919,668.781,660.869,652.303,648.205,648.723,653.549,679.004,694.917,697.966,708.518,712.035,725.311,731.872,741.432,761.887,772.94,720.739,691.114,669.694,651.156,634.839,619.43,604.395,589.725,575.412,561.445,0
CPV,Cabo Verde,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","112,516.73","111,456.56","112,132.77","117,478.69","126,035.21","132,005.82","137,435.00","144,526.69","153,251.05","167,822.89","176,379.89","183,561.40","189,671.65","200,338.07","206,829.35","215,663.24","232,279.63","250,748.76","264,550.60","258,435.68","259,396.82","266,675.34","266,459.95","265,434.91","263,845.62","263,263.63","272,256.42","278,807.22","289,512.60","300,329.45","311,490.47","323,170.40","335,328.75","347,879.65","360,886.86",2017
CPV,Cabo Verde,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,528.08","2,504.26","2,519.45","2,639.57","2,831.82","2,965.97","3,087.95","3,247.29","3,443.32","3,770.72","3,962.99","4,124.34","4,261.63","4,501.29","4,647.14","4,845.62","5,218.97","5,633.94","5,944.05","5,806.65","5,828.25","5,991.79","5,986.95","5,963.92","5,928.21","5,915.13","6,117.18","6,264.37","6,504.90","6,747.94","6,998.71","7,261.14","7,534.32","7,816.32","8,108.57",2017
KHM,Cambodia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","795,904.08","827,421.41","855,130.62","858,768.83","891,335.98","914,895.45","940,773.53","952,249.40","972,144.84","1,070,455.33","1,147,772.80","1,221,089.67","1,277,181.44","1,361,706.62","1,477,945.38","1,647,829.24","1,798,570.86","1,954,532.60","2,056,416.95","2,028,557.34","2,116,496.07","2,228,873.95","2,363,558.58","2,495,895.69","2,631,436.19","2,771,037.52","2,914,460.33","3,071,635.79","3,254,227.62","3,429,598.11","3,607,730.51","3,792,695.51","3,984,740.41","4,183,446.42","4,390,110.37",2012
KHM,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",945.03,982.453,"1,015.35","1,019.67","1,058.34","1,086.32","1,117.04","1,130.67","1,154.29","1,271.02","1,362.83","1,449.88","1,516.48","1,616.85","1,754.86","1,956.58","2,135.56","2,320.75","2,441.72","2,408.64","2,513.06","2,646.49","2,806.41","2,963.55","3,124.48","3,290.24","3,460.53","3,647.16","3,863.96","4,072.19","4,283.70","4,503.32","4,731.35","4,967.29","5,212.67",2012
CMR,Cameroon,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","575,028.40","536,846.37","505,079.94","474,815.86","449,564.33","451,770.24","461,051.48","472,327.33","481,954.71","487,872.63","491,448.02","498,944.44","505,919.97","514,617.05","534,545.72","530,493.28","533,887.14","544,804.83","548,455.24","545,247.01","550,154.27","558,899.19","570,040.45","586,192.14","605,545.40","624,163.49","637,246.46","643,768.67","653,582.14","663,115.54","673,902.65","687,126.72","703,631.89","722,448.20","742,849.47",2010
CMR,Cameroon,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,994.35","2,795.52","2,630.10","2,472.51","2,341.02","2,352.50","2,400.83","2,459.55","2,509.68","2,540.50","2,559.12","2,598.15","2,634.48","2,679.77","2,783.54","2,762.44","2,780.11","2,836.96","2,855.97","2,839.27","2,864.82","2,910.36","2,968.37","3,052.48","3,153.26","3,250.21","3,318.33","3,352.30","3,403.40","3,453.04","3,509.21","3,578.08","3,664.02","3,762.01","3,868.24",2010
CAN,Canada,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","39,524.29","38,209.35","38,094.68","38,661.54","39,968.73","40,619.78","40,849.02","42,172.62","43,443.78","45,320.04","47,231.04","47,573.15","48,480.40","48,893.29","49,932.08","51,046.75","51,867.73","52,428.14","52,397.02","50,284.56","51,262.20","52,351.03","52,710.53","53,370.35","54,345.34","54,282.16","54,314.23","55,261.47","55,530.77","55,694.92","56,138.68","56,594.17","57,039.86","57,485.16","57,940.69",2018
CAN,Canada,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","31,427.01","30,381.45","30,290.27","30,741.01","31,780.39","32,298.07","32,480.34","33,532.78","34,543.52","36,035.39","37,554.88","37,826.91","38,548.29","38,876.59","39,702.56","40,588.88","41,241.66","41,687.26","41,662.52","39,982.83","40,760.19","41,625.95","41,911.80","42,436.44","43,211.69","43,161.45","43,186.95","43,940.13","44,154.26","44,284.78","44,637.63","44,999.80","45,354.19","45,708.26","46,070.47",2018
CAF,Central African Republic,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","224,155.78","217,382.24","201,856.94","194,693.92","214,001.89","215,718.97","197,928.36","201,574.51","203,936.32","205,628.09","194,516.32","196,049.68","196,791.85","189,231.70","185,943.71","188,141.73","193,605.47","197,741.26","199,117.06","200,822.41","206,080.75","210,594.88","216,981.93","135,363.04","132,866.01","135,963.65","139,681.69","143,197.35","145,807.46","149,376.16","153,781.95","158,309.89","163,009.36","167,845.91","172,832.48",2004
CAF,Central African Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,077.61","1,045.05",970.408,935.973,"1,028.79","1,037.05",951.522,969.05,980.405,988.538,935.119,942.49,946.058,909.714,893.907,904.474,930.74,950.623,957.237,965.435,990.714,"1,012.42","1,043.12",650.745,638.741,653.632,671.507,688.408,700.956,718.112,739.292,761.06,783.652,806.903,830.876,2004
TCD,Chad,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","235,274.02","253,660.14","253,640.32","242,558.33","249,887.27","233,440.57","232,561.07","239,647.47","249,960.38","242,055.70","233,894.54","254,792.47","269,685.29","282,642.51","368,481.35","389,372.00","382,337.42","385,215.51","387,331.85","393,523.89","436,130.28","426,002.15","452,215.63","466,568.93","486,565.30","483,097.64","445,121.28","422,755.02","422,523.07","421,631.24","433,732.11","443,530.20","455,862.33","462,890.14","468,527.85",2004
TCD,Chad,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,208.53","1,302.97","1,302.87","1,245.95","1,283.59","1,199.11","1,194.60","1,231.00","1,283.97","1,243.37","1,201.45","1,308.79","1,385.29","1,451.85","1,892.78","2,000.09","1,963.95","1,978.73","1,989.61","2,021.41","2,240.27","2,188.24","2,322.89","2,396.62","2,499.34","2,481.53","2,286.45","2,171.56","2,170.37","2,165.79","2,227.95","2,278.28","2,341.63","2,377.73","2,406.68",2004
CHL,Chile,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,241,744.36","3,428,578.56","3,722,850.67","3,910,544.07","4,046,133.73","4,339,855.24","4,573,194.14","4,846,667.83","4,993,149.13","4,908,590.81","5,109,543.15","5,218,299.42","5,320,922.13","5,480,893.52","5,814,929.38","6,087,545.39","6,407,061.71","6,652,602.58","6,815,732.74","6,634,263.63","6,945,497.18","7,289,261.30","7,594,607.95","7,826,532.89","7,886,327.76","7,985,699.92","8,033,498.39","8,023,030.17","8,197,993.62","8,247,653.71","8,343,209.07","8,516,308.28","8,727,713.34","8,952,541.51","9,180,455.13",2017
CHL,Chile,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,030.56","9,551.02","10,370.78","10,893.64","11,271.35","12,089.57","12,739.59","13,501.41","13,909.46","13,673.91","14,233.70","14,536.66","14,822.54","15,268.18","16,198.70","16,958.13","17,848.21","18,532.22","18,986.65","18,481.13","19,348.13","20,305.76","21,156.37","21,802.44","21,969.02","22,245.84","22,378.99","22,349.83","22,837.23","22,975.56","23,241.75","23,723.96","24,312.87","24,939.18","25,574.08",2017
CHN,China,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,697.56","6,147.32","6,939.47","7,814.29","8,731.94","9,583.77","10,423.44","11,268.50","12,036.94","12,858.14","13,848.63","14,901.76","16,160.26","17,672.72","19,352.89","21,425.73","24,024.17","27,306.92","29,790.42","32,432.86","35,687.31","38,890.82","41,755.87","44,791.85","47,812.18","50,858.38","53,965.77","57,306.74","60,838.36","64,352.04","67,888.94","71,702.20","75,615.09","79,696.08","83,949.42",2018
CHN,China,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,507.57","1,626.57","1,836.18","2,067.65","2,310.46","2,535.85","2,758.03","2,981.63","3,184.96","3,402.25","3,664.33","3,942.99","4,275.99","4,676.18","5,120.75","5,669.23","6,356.77","7,225.38","7,882.51","8,581.70","9,442.82","10,290.47","11,048.56","11,851.87","12,651.05","13,457.07","14,279.29","15,163.30","16,097.76","17,027.48","17,963.34","18,972.32","20,007.67","21,087.50","22,212.93",2018
COL,Colombia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,648,592.16","9,676,400.48","9,899,657.67","10,268,968.65","10,605,870.93","10,971,015.76","11,017,203.18","11,247,520.35","11,138,470.09","10,535,821.63","10,683,591.39","10,724,982.89","10,856,544.11","11,141,747.96","11,592,176.79","11,990,323.86","12,650,693.45","13,356,773.74","13,629,232.19","13,631,583.63","14,058,272.91","14,917,949.83","15,321,519.04","15,837,970.33","16,398,556.50","16,693,815.74","16,851,727.25","16,890,955.94","17,136,440.32","17,518,883.25","17,977,925.29","18,467,266.62","18,988,797.60","19,525,057.06","20,076,460.92",2018
